HANDLE	BLOCKNAME	EQUIP-DESIGNATION	EQUIP-LOCATION	EQUIP-ELEC-PROP	PRE-DESIGNATION	PRE-DESIGNATION-LOCATION	NEXT-DESIGNATION	NEXT-DESIGNATION-LOCATION	DWG	DATE	NO._OF_CCT'S	PREVIOUS_ID	EQUIP-DESIG.	EQUIP-LOC	FUSE_INPACITY	FUSE_INPACITY1	MOTOR-HP	EQUIP-ID	EQUIP-LOCATION1	EQUIP-PROPERTIES1
'3298	*U124	SCSF03_LD	SC3001	39.1A/600V/3PH/3W	SCFS03	SC3001			DWG. SC ELEC SLD	 16/08/11	# CTT:	PREV. ID#	MMB01	M1019	In: 70A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'30D7	*U126	SCSF03	SC3001	60A/600V/3PH/3W	SCMS22	SC3001	SCSF03_LD	SC3001	DWG. SC ELEC SLD	 16/08/11	# CTT:	PREV. ID#	MMB01	M1019	In: 70A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2E51	*U124	SCSF02_LD	SC3001	39.1A/600V/3PH/3W	SCFS02	SC3001			DWG. SC ELEC SLD	 16/08/11	# CTT:	PREV. ID#	MMB01	M1019	In: 70A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2BCB	*U126	SCSF02	SC3001	60A/600V/3PH/3W	SCMS21	SC3001	SCSF02_LD	SC3001	DWG. SC ELEC SLD	 16/08/11	# CTT:	PREV. ID#	MMB01	M1019	In: 70A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2A0A	*U125	SCMS22	SC3001	100A/600V/3PH/3W	SCMCC01	SC3001	SCSF03	SC3001	DWG. SC ELEC SLD	 16/08/11	# CTT:	PREV. ID#	MMB01	M1019	In: 70A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2784	*U125	SCMS21	SC3001	100A/600V/3PH/3W	SCMCC01	SC3001	SCSF02	SC3001	DWG. SC ELEC SLD	 16/08/11	# CTT:	PREV. ID#	MMB01	M1019	In: 70A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2467	*U124	TWIN KETTLES	SC1015	225A/120/208V/3PH/4W	SCMB42	SC3001			DWG. SC ELEC SLD	 16/08/11	# CTT:	PREV. ID#	MMB01	M1019	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'22A6	*U123	SCCON02	SC3001	400A/120/208V/3PH/4W	SCMB44	SC3001	TWIN KETTLES	SC1015	DWG. SC ELEC SLD	 16/08/11	# CTT:	PREV. ID#	MMB01	M1019	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1FF6	*U123	SCCON01	SC3001	400A/120/208V/3PH/4W	SCMB42	SC3001			DWG. SC ELEC SLD	 16/08/11	# CTT:	PREV. ID#	MMB01	M1019	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1E8C	_U75	SCMB44	SC3001	225AR/AT/120/208V/3PH/4W	SCSDP01	SC3001	SCCON02	SC3001	DWG. SC ELEC SLD	 16/08/11	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
